1,2,1,1,4,1
3,1,3,1,4,2
5,2,3,1,2,1
6,1,3,2,3,1
7,4,2,2,3,1
9,2,1,3,4,1
10,2,2,3,2,1
11,4,2,1,2,1
12,1,3,3,3,1
14,1,2,3,3,1
16,1,2,2,4,1
17,4,3,2,2,1
18,2,2,2,4,2
19,3,2,3,3,1
20,4,3,2,3,2
24,4,2,1,2,1
25,3,1,2,3,1
30,3,3,2,2,2
31,1,3,3,4,1
33,1,2,2,4,2
34,4,3,2,3,1
35,1,3,2,2,2
36,3,2,3,4,2
38,1,3,3,3,1
40,1,3,3,3,1
41,3,2,3,3,2
43,1,2,3,4,1
44,2,2,2,3,2
45,2,2,1,4,1
46,1,2,1,2,1
47,4,3,1,3,1
48,2,2,3,2,2
49,2,3,2,3,2
50,3,1,1,4,1
51,1,2,3,3,1
53,3,2,1,2,1
54,1,2,1,2,2
56,4,3,2,3,1
57,4,3,3,2,2
61,3,2,2,4,2
63,4,2,1,2,1
64,2,2,2,2,2
65,3,3,2,4,1
66,3,1,3,3,1
67,2,1,3,4,1
68,4,3,1,3,1
73,2,3,1,2,1
74,3,3,2,2,2
75,3,3,2,4,1
76,3,1,1,3,1
77,2,2,3,2,2
78,2,3,3,2,2
79,3,2,3,2,1
80,1,3,2,2,2
81,3,2,2,3,2
83,2,2,2,4,2
85,3,1,2,3,2
86,2,2,3,3,2
88,4,1,2,3,1
89,3,2,3,3,1
92,2,3,3,2,1
93,4,3,1,3,1
94,4,3,1,4,2
96,2,3,3,4,1
99,4,2,3,3,2
101,3,3,2,2,2
102,1,2,3,3,2
103,3,2,1,3,1
104,3,2,3,4,2
105,4,2,3,3,1
106,1,3,2,4,1
107,3,2,1,3,1
109,1,1,1,3,1
110,3,3,2,3,1
111,1,2,3,4,1
112,1,2,2,2,1
114,3,2,1,4,2
115,3,1,3,4,2
119,3,3,2,2,1
120,1,2,1,4,1
121,4,2,3,4,1
122,2,2,3,4,1
123,1,2,1,3,1
124,1,1,3,3,1
125,4,1,3,3,2
130,1,1,1,3,2
131,3,1,1,4,2
133,3,1,1,3,2
134,3,3,3,4,1
137,3,2,3,4,2
138,1,1,1,4,2
140,3,1,2,3,2
141,3,1,3,4,2
142,1,2,2,3,2
146,1,2,1,2,1
147,1,3,1,3,2
148,2,3,3,2,2
149,1,3,1,2,2
150,2,3,2,2,1
151,3,2,2,3,1
153,1,1,2,3,2
156,2,1,1,4,2
160,3,2,3,2,2
161,1,2,1,4,2
162,2,3,1,3,2
163,3,2,1,2,1
164,2,2,3,2,1
168,2,1,1,4,1
169,1,2,3,3,2
170,1,3,2,3,1
171,4,3,1,3,1
173,1,3,2,4,1
174,4,3,2,2,1
175,4,1,1,4,2
176,3,2,2,2,2
177,2,3,3,4,2
181,1,3,2,4,2
183,1,2,1,3,1
184,1,3,2,3,1
185,3,1,3,4,2
186,4,2,2,3,2
190,4,2,3,4,2
192,3,3,2,2,2
193,4,3,3,4,1
194,3,1,1,3,2
195,2,2,3,3,2
196,3,2,1,3,2
197,2,3,2,4,1
198,2,1,1,2,2
199,4,3,1,4,2
200,4,1,2,3,2
202,1,1,3,4,2
204,4,1,1,3,2
206,4,2,1,2,1
207,3,2,3,4,1
208,4,1,2,4,2
209,3,2,2,4,1
210,3,2,3,2,2
211,4,1,2,4,2
212,2,2,2,4,1
213,2,3,3,2,2
214,3,3,1,2,2
215,2,1,3,3,2
217,3,3,1,3,1
219,3,2,3,2,1
221,3,3,2,3,2
222,1,1,3,3,1
223,2,1,1,2,1
224,1,2,1,4,1
225,4,2,1,2,2
226,4,2,3,4,1
227,2,1,1,3,2
228,4,2,1,4,2
229,2,2,3,3,2
230,2,2,2,2,2
232,2,3,3,3,1
233,1,2,1,4,2
234,2,3,3,3,2
235,4,2,3,3,1
236,2,2,2,2,2
237,4,3,2,3,2
238,4,3,1,3,1
239,2,3,3,4,1
240,4,2,3,4,2
241,2,2,1,4,2
243,2,1,3,4,2
245,2,3,1,4,2
246,2,2,3,4,2
247,3,1,2,3,2
250,2,2,2,2,1
251,3,2,3,3,1
253,2,1,1,3,1
254,1,2,3,4,2
255,4,2,2,2,1
257,4,2,2,4,2
258,4,1,1,4,2
259,3,2,3,3,1
260,2,2,3,3,2
261,3,2,2,3,1
262,3,3,2,4,2
263,2,2,2,4,2
264,2,3,3,4,2
265,1,2,2,2,1
266,1,3,1,4,1
267,3,2,1,3,1
269,1,2,3,3,2
271,1,2,1,4,2
